date,n,daily_acc,rolling_acc,rolling_f1
2025-11-17,25,0.6,0.500952380952381,0.35333114179268027
2025-11-18,25,0.56,0.5066666666666667,0.35769148030841963
2025-11-19,25,0.6,0.5085714285714287,0.35655416427734093
2025-11-20,25,0.64,0.5009523809523809,0.36067323876152074
2025-11-21,25,0.64,0.5219047619047619,0.37414827746047297
2025-11-24,25,0.44,0.518095238095238,0.37564872460651727
2025-11-25,25,0.48,0.5142857142857143,0.370389517325014
2025-11-26,25,0.52,0.5295238095238095,0.3730127397715239
2025-11-27,25,0.76,0.540952380952381,0.37480865334427094
2025-11-28,25,0.52,0.5371428571428571,0.3633097698503436
2025-12-01,25,0.56,0.5333333333333333,0.35751899829004846
2025-12-02,25,0.2,0.52,0.3571312891392566
2025-12-03,25,0.48,0.521904761904762,0.35446432332263367
2025-12-04,25,0.44,0.521904761904762,0.3467125380634768
2025-12-05,25,0.52,0.5257142857142857,0.34501352366693555
2025-12-08,25,0.36,0.5314285714285715,0.3502229424128131
2025-12-09,25,0.44,0.5333333333333334,0.34816394219379293
2025-12-10,25,0.4,0.5276190476190477,0.3457012088689948
2025-12-11,25,0.72,0.5371428571428571,0.34328751070886127
2025-12-12,25,0.68,0.5352380952380953,0.3434533821346221
2025-12-15,25,0.72,0.5371428571428571,0.344548564693726
2025-12-16,25,0.6,0.5371428571428571,0.3318443179383155
2025-12-17,25,0.56,0.5371428571428571,0.3296785519007741
2025-12-18,25,0.76,0.5447619047619048,0.3246771898387267
2025-12-19,25,0.64,0.5447619047619048,0.3285961883506935
2025-12-22,25,0.8,0.5523809523809524,0.33448311860458874
2025-12-23,25,0.76,0.5676190476190477,0.3366052980301188
2025-12-24,25,0.72,0.579047619047619,0.3335202438463308
2025-12-26,25,0.68,0.5866666666666667,0.3215413179532616
2025-12-29,25,0.56,0.5771428571428571,0.32077147922613103
2025-12-30,25,0.44,0.5733333333333333,0.3195754055435018
2025-12-31,25,0.72,0.580952380952381,0.3212661674827066
2026-01-01,25,0.36,0.5885714285714285,0.3192218807091535
2026-01-02,25,0.24,0.5771428571428571,0.2959302089673362
2026-01-05,25,0.36,0.5733333333333333,0.298633268530674
2026-01-06,25,0.4,0.5676190476190476,0.3101030463690607
2026-01-07,25,0.24,0.5619047619047619,0.30351362897259687
2026-01-08,25,0.36,0.5580952380952381,0.3281258828858052
2026-01-09,25,0.52,0.5638095238095238,0.36585152971509877
2026-01-12,25,0.4,0.5485714285714286,0.3752558826535021
2026-01-13,25,0.24,0.5276190476190477,0.3806274354350487
2026-01-14,25,0.44,0.5142857142857143,0.3784159374065131
2026-01-16,25,0.48,0.5085714285714286,0.39849841010760834
2026-01-19,25,0.28,0.49523809523809526,0.4029096831426684
2026-01-20,25,0.72,0.4933333333333333,0.4342819697449056
2026-01-21,25,0.52,0.4876190476190476,0.44708398016257583
2026-01-22,25,0.44,0.4704761904761905,0.44855968425239573
2026-01-23,25,0.92,0.4780952380952381,0.47091285673213906
2026-01-27,25,0.48,0.4666666666666667,0.47263233233158214
2026-01-28,25,0.44,0.4552380952380953,0.47548037375713775
2026-01-29,25,0.56,0.4552380952380953,0.47469780406144474
2026-01-30,25,0.76,0.4704761904761905,0.481579083788898
2026-02-02,25,0.92,0.48,0.48502556626693333
2026-02-03,25,0.64,0.4933333333333334,0.47976651480231186
2026-02-04,25,0.44,0.5028571428571429,0.46976550544045476
2026-02-05,25,0.56,0.5123809523809524,0.4726753165255165
2026-02-06,25,0.44,0.5142857142857143,0.46263033072297527
2026-02-09,25,0.48,0.5257142857142858,0.4591268309641321
2026-02-10,25,0.36,0.5257142857142857,0.4550222293214066
2026-02-11,25,0.44,0.5219047619047619,0.440539765616832
2026-02-12,25,0.52,0.5276190476190477,0.4406694652444643
2026-02-13,25,0.44,0.5371428571428571,0.44209748705105373
2026-02-16,25,0.36,0.5333333333333333,0.43568759630938864
2026-02-17,25,0.56,0.5371428571428571,0.43835799277456505
2026-02-18,25,0.6,0.5523809523809524,0.4481486018391326
2026-02-19,25,0.28,0.5314285714285715,0.4449304740164594
2026-02-20,25,0.32,0.5219047619047619,0.4412956787487001
2026-02-23,25,0.32,0.5161904761904762,0.4372512158435138
2026-02-24,25,0.64,0.5028571428571429,0.4463126278508529
2026-02-25,25,0.36,0.4971428571428571,0.4297279465262977
2026-02-26,25,0.36,0.4933333333333334,0.4246213009926585
2026-02-27,25,0.72,0.5009523809523809,0.4224088348473464
2026-03-02,25,0.8,0.5028571428571429,0.43196120926868914
2026-03-04,25,0.84,0.4990476190476191,0.4326013820694672
2026-03-05,25,0.64,0.4990476190476191,0.43707505090902377
2026-03-06,25,0.92,0.521904761904762,0.4363258224534483
2026-03-09,25,0.72,0.5295238095238095,0.4361364678506656
2026-03-10,25,0.68,0.540952380952381,0.4391415013194619
2026-03-11,25,0.72,0.5523809523809524,0.44367606687168165
2026-03-12,25,0.92,0.579047619047619,0.4451963379969193
2026-03-13,25,0.92,0.6019047619047619,0.44696528492407733
